timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1621873844061,337,HTTP Request,200,OK,Users 1-1,text,true,,367,155,1,1,http://localhost:8080/?token=466666545&user=1964509753&conf=2,337,0,2
1621873845061,332,HTTP Request,200,OK,Users 1-2,text,true,,367,155,2,2,http://localhost:8080/?token=466666545&user=1964509753&conf=2,332,0,1
1621873845555,310,HTTP Request,200,OK,Users 1-1,text,true,,367,155,2,2,http://localhost:8080/?token=466666545&user=1964509753&conf=2,310,0,0
1621873846052,319,HTTP Request,200,OK,Users 1-3,text,true,,367,155,3,3,http://localhost:8080/?token=466666545&user=1964509753&conf=2,319,0,1
1621873846561,326,HTTP Request,200,OK,Users 1-2,text,true,,367,155,3,3,http://localhost:8080/?token=466666545&user=1964509753&conf=2,326,0,0
1621873847051,313,HTTP Request,200,OK,Users 1-1,text,true,,367,155,4,4,http://localhost:8080/?token=466666545&user=1964509753&conf=2,313,0,0
1621873847053,319,HTTP Request,200,OK,Users 1-4,text,true,,367,155,4,4,http://localhost:8080/?token=466666545&user=1964509753&conf=2,319,0,0
1621873847552,318,HTTP Request,200,OK,Users 1-3,text,true,,367,155,4,4,http://localhost:8080/?token=466666545&user=1964509753&conf=2,318,0,0
1621873848063,321,HTTP Request,200,OK,Users 1-2,text,true,,367,155,5,5,http://localhost:8080/?token=466666545&user=1964509753&conf=2,321,0,0
1621873848054,330,HTTP Request,200,OK,Users 1-5,text,true,,367,155,5,5,http://localhost:8080/?token=466666545&user=1964509753&conf=2,330,0,1
1621873848551,328,HTTP Request,200,OK,Users 1-1,text,true,,367,155,5,5,http://localhost:8080/?token=466666545&user=1964509753&conf=2,327,0,0
1621873848552,327,HTTP Request,200,OK,Users 1-4,text,true,,367,155,5,5,http://localhost:8080/?token=466666545&user=1964509753&conf=2,326,0,0
1621873849052,345,HTTP Request,200,OK,Users 1-3,text,true,,367,155,6,6,http://localhost:8080/?token=466666545&user=1964509753&conf=2,345,0,0
1621873849054,358,HTTP Request,200,OK,Users 1-6,text,true,,367,155,6,6,http://localhost:8080/?token=466666545&user=1964509753&conf=2,358,0,0
1621873849554,327,HTTP Request,200,OK,Users 1-5,text,true,,367,155,6,6,http://localhost:8080/?token=466666545&user=1964509753&conf=2,327,0,0
1621873849562,319,HTTP Request,200,OK,Users 1-2,text,true,,367,155,6,6,http://localhost:8080/?token=466666545&user=1964509753&conf=2,319,0,0
